shrid2,park_status10,park_status20,park_status30
11-01-002-00006-000548,control,contaminator,contaminator
11-01-002-00006-000549,control,control,contaminator
11-01-002-00006-000550,control,control,contaminator
11-01-002-00006-000551,control,control,contaminator
11-01-002-00006-000552,control,control,contaminator
11-01-002-00006-000553,control,control,contaminator
11-01-002-00006-000554,control,control,contaminator
11-01-002-00006-000555,contaminator,contaminator,contaminator
11-01-002-00006-000556,contaminator,contaminator,contaminator
11-01-002-00006-000557,contaminator,contaminator,contaminator
11-01-002-00006-000558,contaminator,contaminator,contaminator
11-01-002-00006-000559,contaminator,contaminator,contaminator
11-01-002-00006-000560,contaminator,contaminator,contaminator
11-01-002-00006-000561,contaminator,contaminator,contaminator
11-01-002-00006-000562,contaminator,contaminator,contaminator
11-01-002-00006-000563,contaminator,contaminator,contaminator
11-01-002-00006-000564,contaminator,contaminator,contaminator
11-01-002-00006-000565,contaminator,contaminator,contaminator
11-01-002-00006-000566,contaminator,contaminator,contaminator
11-01-002-00006-000567,contaminator,contaminator,contaminator
11-01-002-00006-000568,contaminator,contaminator,contaminator
11-01-002-00006-000569,contaminator,contaminator,contaminator
11-01-002-00006-000570,contaminator,contaminator,contaminator
11-01-002-00006-000572,contaminator,contaminator,contaminator
11-01-002-00006-000573,contaminator,contaminator,contaminator
11-01-002-00006-000574,contaminator,contaminator,contaminator
11-01-002-00006-000575,contaminator,contaminator,contaminator
11-01-002-00006-000576,contaminator,contaminator,contaminator
11-01-002-00006-000577,contaminator,contaminator,contaminator
11-01-002-00006-000578,contaminator,contaminator,contaminator
11-01-002-00006-000579,contaminator,contaminator,contaminator
11-01-002-00006-000580,contaminator,contaminator,contaminator
11-01-002-00006-000581,contaminator,contaminator,contaminator
11-01-002-00006-000582,contaminator,contaminator,contaminator
11-01-002-00006-000583,contaminator,contaminator,contaminator
11-01-002-00006-000584,contaminator,contaminator,contaminator
11-01-002-00006-000585,contaminator,contaminator,contaminator
11-01-002-00006-000586,contaminator,contaminator,contaminator
11-01-002-00006-000587,contaminator,contaminator,contaminator
11-01-002-00006-000588,contaminator,contaminator,contaminator
11-01-002-00006-000589,contaminator,contaminator,contaminator
11-01-002-00006-000590,contaminator,contaminator,contaminator
11-01-002-00006-000591,contaminator,contaminator,contaminator
11-01-002-00006-000592,contaminator,contaminator,contaminator
11-01-002-00006-000593,contaminator,contaminator,contaminator
11-01-002-00006-000594,contaminator,contaminator,contaminator
11-01-002-00006-000595,contaminator,contaminator,contaminator
11-01-002-00006-000596,contaminator,contaminator,contaminator
11-01-002-00006-000597,contaminator,contaminator,contaminator
11-01-002-00006-000598,contaminator,contaminator,contaminator
11-01-002-00006-000599,contaminator,contaminator,contaminator
11-01-002-00006-000600,contaminator,contaminator,contaminator
11-01-002-00006-000601,contaminator,contaminator,contaminator
11-01-002-00006-000602,contaminator,contaminator,contaminator
11-01-002-00006-000603,contaminator,contaminator,contaminator
11-01-002-00006-000605,contaminator,contaminator,contaminator
11-01-002-00006-000606,contaminator,contaminator,contaminator
11-01-002-00006-000608,contaminator,contaminator,contaminator
11-01-002-00006-000609,contaminator,contaminator,contaminator
11-01-002-00006-000610,contaminator,contaminator,contaminator
11-01-002-00006-000611,contaminator,contaminator,contaminator
11-01-002-00006-000612,control,contaminator,contaminator
11-01-002-00006-000613,control,contaminator,contaminator
11-01-002-00006-000614,control,contaminator,contaminator
11-01-002-00006-000615,control,contaminator,contaminator
11-01-002-00006-000616,control,contaminator,contaminator
11-01-002-00006-000617,control,contaminator,contaminator
11-01-002-00006-000618,control,contaminator,contaminator
11-01-002-00006-000619,control,contaminator,contaminator
11-01-002-00006-000620,contaminator,contaminator,contaminator
11-01-002-00006-000621,contaminator,contaminator,contaminator
11-01-002-00006-000622,control,contaminator,contaminator
11-01-002-00006-800018,contaminator,contaminator,contaminator
11-01-002-00007-000623,treated,treated,treated
11-01-002-00007-000624,contaminator,contaminator,contaminator
11-01-002-00007-000625,contaminator,contaminator,contaminator
11-01-002-00007-000626,contaminator,contaminator,contaminator
11-01-002-00007-000627,contaminator,contaminator,contaminator
11-01-002-00007-000628,contaminator,contaminator,contaminator
11-01-002-00007-000629,contaminator,contaminator,contaminator
11-01-002-00007-000630,contaminator,contaminator,contaminator
11-01-002-00007-000631,contaminator,contaminator,contaminator
11-01-002-00007-000632,contaminator,contaminator,contaminator
11-01-002-00007-000633,contaminator,contaminator,contaminator
11-01-002-00007-000634,contaminator,contaminator,contaminator
11-01-002-00007-000635,contaminator,contaminator,contaminator
11-01-002-00007-000636,contaminator,contaminator,contaminator
11-01-002-00007-000637,contaminator,contaminator,contaminator
11-01-002-00007-000638,contaminator,contaminator,contaminator
11-01-002-00007-000639,contaminator,contaminator,contaminator
11-01-002-00007-000640,contaminator,contaminator,contaminator
11-01-002-00007-000641,contaminator,contaminator,contaminator
11-01-002-00007-000642,contaminator,contaminator,contaminator
11-01-002-00007-000643,contaminator,contaminator,contaminator
11-01-002-00007-000644,contaminator,contaminator,contaminator
11-01-002-00007-000645,contaminator,contaminator,contaminator
11-01-002-00007-000646,contaminator,contaminator,contaminator
11-01-002-00007-000647,contaminator,contaminator,contaminator
11-01-002-00007-000648,contaminator,contaminator,contaminator
11-01-002-00007-000649,contaminator,contaminator,contaminator
11-01-002-00007-000650,contaminator,contaminator,contaminator
11-01-002-00007-000651,contaminator,contaminator,contaminator
11-01-002-00007-000652,contaminator,contaminator,contaminator
11-01-002-00007-000653,contaminator,contaminator,contaminator
11-01-002-00007-000654,contaminator,contaminator,contaminator
11-01-002-00007-000655,contaminator,contaminator,contaminator
11-01-002-00007-000656,contaminator,contaminator,contaminator
11-01-002-00007-000657,contaminator,contaminator,contaminator
11-01-002-00007-000658,contaminator,contaminator,contaminator
11-01-002-00007-000659,contaminator,contaminator,contaminator
11-01-002-00007-000660,contaminator,contaminator,contaminator
11-01-002-00007-000661,contaminator,contaminator,contaminator
11-01-002-00007-000662,contaminator,contaminator,contaminator
11-01-002-00007-000663,contaminator,contaminator,contaminator
11-01-002-00007-000664,contaminator,contaminator,contaminator
11-01-002-00007-000665,contaminator,contaminator,contaminator
11-01-002-00007-000666,contaminator,contaminator,contaminator
11-01-002-00007-000667,contaminator,contaminator,contaminator
11-01-002-00007-000668,contaminator,contaminator,contaminator
11-01-002-00007-000669,contaminator,contaminator,contaminator
11-01-002-00007-000670,contaminator,contaminator,contaminator
11-01-002-00007-000671,contaminator,contaminator,contaminator
11-01-002-00007-000672,contaminator,contaminator,contaminator
11-01-002-00007-000673,contaminator,contaminator,contaminator
11-01-002-00007-000675,contaminator,contaminator,contaminator
11-01-002-00007-000676,contaminator,contaminator,contaminator
11-01-002-00007-000677,contaminator,contaminator,contaminator
11-01-002-00007-000678,contaminator,contaminator,contaminator
11-01-002-00007-000679,contaminator,contaminator,contaminator
11-01-002-00007-000680,contaminator,contaminator,contaminator
11-01-002-00007-000681,contaminator,contaminator,contaminator
11-01-002-00007-000683,contaminator,contaminator,contaminator
11-01-002-00007-000684,contaminator,contaminator,contaminator
11-01-002-00007-000685,contaminator,contaminator,contaminator
11-01-002-00007-000686,contaminator,contaminator,contaminator
11-01-002-00007-000687,contaminator,contaminator,contaminator
11-01-002-00007-000688,contaminator,contaminator,contaminator
11-01-002-00007-000689,contaminator,contaminator,contaminator
11-01-002-00007-000690,treated,treated,treated
11-01-002-00007-000691,contaminator,contaminator,contaminator
11-01-002-00007-000692,contaminator,contaminator,contaminator
11-01-002-00007-000693,contaminator,contaminator,contaminator
11-01-002-00007-000694,contaminator,contaminator,contaminator
11-01-002-00007-000695,treated,treated,treated
11-01-002-00007-000696,contaminator,contaminator,contaminator
11-01-002-00007-000697,contaminator,contaminator,contaminator
11-01-002-00007-000698,contaminator,contaminator,contaminator
11-01-002-00007-000699,contaminator,contaminator,contaminator
11-01-002-00007-000700,contaminator,contaminator,contaminator
11-01-002-00007-000701,contaminator,contaminator,contaminator
11-01-002-00007-000702,contaminator,contaminator,contaminator
11-01-002-00007-000703,contaminator,contaminator,contaminator
11-01-002-00007-000704,contaminator,contaminator,contaminator
11-01-002-00007-000705,contaminator,contaminator,contaminator
11-01-002-00007-000706,contaminator,contaminator,contaminator
11-01-002-00007-000707,contaminator,contaminator,contaminator
11-01-002-00007-000708,contaminator,contaminator,contaminator
11-01-002-00007-000709,contaminator,contaminator,contaminator
11-01-002-00007-000710,contaminator,contaminator,contaminator
11-01-002-00007-000711,contaminator,contaminator,contaminator
11-01-002-00007-000712,contaminator,contaminator,contaminator
11-01-002-00007-000713,contaminator,contaminator,contaminator
11-01-002-00007-000714,contaminator,contaminator,contaminator
11-01-002-00007-000716,contaminator,contaminator,contaminator
11-01-002-00007-000717,contaminator,contaminator,contaminator
11-01-002-00007-000718,contaminator,contaminator,contaminator
11-01-002-00007-000719,contaminator,contaminator,contaminator
11-01-002-00007-000720,contaminator,contaminator,contaminator
11-01-002-00007-800019,contaminator,contaminator,contaminator
11-01-002-00008-000721,contaminator,contaminator,contaminator
11-01-002-00008-000722,contaminator,contaminator,contaminator
11-01-002-00008-000723,contaminator,contaminator,contaminator
11-01-002-00008-000724,contaminator,contaminator,contaminator
11-01-002-00008-000725,contaminator,contaminator,contaminator
11-01-002-00008-000726,contaminator,contaminator,contaminator
11-01-002-00008-000727,contaminator,contaminator,contaminator
11-01-002-00008-000728,contaminator,contaminator,contaminator
11-01-002-00008-000729,contaminator,contaminator,contaminator
11-01-002-00008-000730,contaminator,contaminator,contaminator
11-01-002-00008-000731,contaminator,contaminator,contaminator
11-01-002-00008-000732,contaminator,contaminator,contaminator
11-01-002-00008-000733,contaminator,contaminator,contaminator
11-01-002-00008-000735,contaminator,contaminator,contaminator
11-01-002-00008-000736,contaminator,contaminator,contaminator
11-01-002-00008-000737,contaminator,contaminator,contaminator
11-01-002-00008-000738,contaminator,contaminator,contaminator
11-01-002-00008-000739,contaminator,contaminator,contaminator
11-01-002-00008-000740,contaminator,contaminator,contaminator
11-01-002-00008-000741,contaminator,contaminator,contaminator
11-01-002-00008-000742,contaminator,contaminator,contaminator
11-01-002-00008-000743,contaminator,contaminator,contaminator
11-01-002-00008-000744,contaminator,contaminator,contaminator
11-01-002-00008-000745,contaminator,contaminator,contaminator
11-01-002-00008-000746,contaminator,contaminator,contaminator
11-01-002-00008-000747,contaminator,contaminator,contaminator
11-01-002-00008-000748,contaminator,contaminator,contaminator
11-01-002-00008-000749,contaminator,contaminator,contaminator
11-01-002-00008-000751,contaminator,contaminator,contaminator
11-01-002-00008-000752,contaminator,contaminator,contaminator
11-01-002-00008-000753,contaminator,contaminator,contaminator
11-01-002-00008-000754,contaminator,contaminator,contaminator
11-01-002-00008-000755,contaminator,contaminator,contaminator
